Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
1300.0000	5.0000000	6.8838439	0.14526768	4679.3227	5405.6611	8.7124045	2.1975686	2.6693634	939.49752	0.57930756	undefined	undefined	vapor
1400.0000	5.0000000	6.4686924	0.15459075	4902.0450	5674.9987	8.8783772	2.2468564	2.7168247	967.24793	0.46135437	undefined	undefined	vapor
1500.0000	5.0000000	6.1013628	0.16389781	5129.4233	5948.9124	9.0373704	2.2923423	2.7608818	994.17479	0.36571572	undefined	undefined	vapor
200.00000	6.0000000	868.00392	0.0011520685	847.18255	854.09496	2.3235440	3.3150884	4.4705746	1348.1168	-0.093564498	0.00013570901	0.66369638	liquid
300.00000	6.0000000	27.632457	0.036189326	2668.4050	2885.5409	6.0703100	2.2339311	3.6387696	525.89756	11.712325	1.9712782e-05	0.057516407	vapor
400.00000	6.0000000	21.088434	0.047419358	2893.7313	3178.2475	6.5431796	1.8165635	2.5647496	604.32066	7.3100154	2.4417249e-05	0.061984880	vapor
500.00000	6.0000000	17.645799	0.056670713	3083.0897	3423.1140	6.8826211	1.7705480	2.3781985	659.11404	4.8903815	2.8745019e-05	0.071732947	vapor
600.00000	6.0000000	15.322077	0.065265303	3267.1563	3658.7481	7.1692694	1.7968334	2.3475849	704.91641	3.4599287	3.2873840e-05	0.083637402	vapor
700.00000	6.0000000	13.597047	0.073545381	3453.0067	3894.2790	7.4246372	1.8467893	2.3681914	745.57338	2.5433298	3.6858695e-05	0.096718474	vapor
800.00000	6.0000000	12.247686	0.081648074	3643.1910	4133.0794	7.6581870	1.9059049	2.4100777	782.76718	1.9209106	4.0721385e-05	0.11051144	vapor
900.00000	6.0000000	11.155653	0.089640650	3838.7508	4376.5947	7.8751111	1.9679596	2.4611511	817.42902	1.4797688	4.4472571e-05	0.12474342	vapor
1000.0000	6.0000000	10.250073	0.097560281	4040.0538	4625.4154	8.0786204	2.0297085	2.5154835	850.13989	1.1564939	4.8118924e-05	0.13925469	vapor
1100.0000	6.0000000	9.4850359	0.10542923	4247.1166	4879.6920	8.2708612	2.0893346	2.5698779	881.28770	0.91306362	undefined	undefined	vapor
1200.0000	6.0000000	8.8291152	0.11326163	4459.7634	5139.3332	8.4533558	2.1458375	2.6225627	911.14334	0.72552644	undefined	undefined	vapor
1300.0000	6.0000000	8.2598955	0.12106691	4677.7138	5404.1152	8.6272388	2.1987241	2.6725854	939.90267	0.57819887	undefined	undefined	vapor
1400.0000	6.0000000	7.7608692	0.12885155	4900.6366	5673.7459	8.7933921	2.2478229	2.7194872	967.71167	0.46048195	undefined	undefined	vapor
1500.0000	6.0000000	7.3195635	0.13662017	5128.1822	5947.9032	8.9525270	2.2931642	2.7631111	994.68217	0.36501981	undefined	undefined	vapor
200.00000	7.0000000	868.74361	0.0011510876	846.45738	854.51500	2.3219979	3.3144579	4.4651040	1351.6622	-0.094457895	0.00013595936	0.66451787	liquid
300.00000	7.0000000	33.907142	0.029492312	2633.4663	2839.9125	5.9336730	2.4475780	4.2898475	511.11643	11.423381	1.9645007e-05	0.061474977	vapor
400.00000	7.0000000	25.026216	0.039958099	2879.4541	3159.1608	6.4502052	1.8606317	2.6786449	599.03309	7.2545884	2.4436591e-05	0.063496739	vapor
500.00000	7.0000000	20.765429	0.048156964	3074.2951	3411.3938	6.7999517	1.7889614	2.4261123	656.37293	4.8681181	2.8792236e-05	0.072720654	vapor
600.00000	7.0000000	17.964653	0.055664866	3260.9402	3650.5943	7.0909638	1.8068147	2.3741612	703.37562	3.4475825	3.2929726e-05	0.084463862	vapor
700.00000	7.0000000	15.910866	0.062850131	3448.2927	3888.2436	7.3486380	1.8529897	2.3850693	744.72083	2.5356066	3.6915357e-05	0.097518149	vapor
800.00000	7.0000000	14.315272	0.069855468	3639.4566	4128.4449	7.5835622	1.9100966	2.4216949	782.34989	1.9157535	4.0775459e-05	0.11134375	vapor
900.00000	7.0000000	13.029357	0.076749761	3835.7026	4372.9510	7.8013712	1.9709671	2.4695925	817.30357	1.4761651	4.4522711e-05	0.12562989	vapor
1000.0000	7.0000000	11.965911	0.083570740	4037.5107	4622.5059	8.0054822	2.0319660	2.5218637	850.21781	1.1538867	4.8164727e-05	0.14019998	vapor
1100.0000	7.0000000	11.069186	0.090340881	4244.9596	4877.3457	8.1981496	2.0910908	2.5748475	881.51115	0.91112465	undefined	undefined	vapor
1200.0000	7.0000000	10.301375	0.097074419	4457.9100	5137.4309	8.3809567	2.1472439	2.6265266	911.47287	0.72405169	undefined	undefined	vapor
1300.0000	7.0000000	9.6356936	0.10378080	4676.1049	5402.5705	8.5550748	2.1998775	2.6758084	940.31048	0.57705605	undefined	undefined	vapor
1400.0000	7.0000000	9.0525148	0.11046654	4899.2284	5672.4942	8.7214089	2.2487877	2.7221496	968.17762	0.45958219	undefined	undefined	vapor
1500.0000	7.0000000	8.5370657	0.11713627	5126.9413	5946.8952	8.8806853	2.2939847	2.7653397	995.19141	0.36430159	undefined	undefined	vapor
200.00000	8.0000000	869.47868	0.0011501145	845.73756	854.93847	2.3204611	3.3138307	4.4597078	1355.1832	-0.095337782	0.00013620876	0.66533696	liquid
300.00000	8.0000000	41.187954	0.024278943	2592.2549	2786.4864	5.7937163	2.7354080	5.2932795	493.37681	11.071785	1.9595860e-05	0.066713364	vapor
400.00000	8.0000000	29.117311	0.034343831	2864.6161	3139.3667	6.3657933	1.9072413	2.8039826	593.55790	7.1912493	2.4464977e-05	0.065112591	vapor
500.00000	8.0000000	23.942254	0.041767162	3065.3544	3399.4917	6.7265862	1.8078005	2.4761584	653.60312	4.8439229	2.8844676e-05	0.073746748	vapor
600.00000	8.0000000	20.634202	0.048463227	3254.6721	3642.3779	7.0221092	1.8168891	2.4013561	701.83466	3.4345615	3.2988887e-05	0.085312125	vapor
700.00000	8.0000000	18.238734	0.054828367	3443.5570	3882.1840	7.2821318	1.8592104	2.4021706	743.87408	2.5275698	3.6974178e-05	0.098332226	vapor
800.00000	8.0000000	16.390479	0.061011030	3635.7125	4123.8008	7.5184449	1.9142900	2.4334033	781.93907	1.9104201	4.0831002e-05	0.11218651	vapor
900.00000	8.0000000	14.907189	0.067081730	3832.6499	4369.3037	7.7371442	1.9739717	2.4780739	817.18393	1.4724493	4.4573873e-05	0.12652409	vapor
1000.0000	8.0000000	13.683868	0.073078754	4034.9656	4619.5956	7.9418592	2.0342200	2.5282619	850.30063	1.1512021	4.8211250e-05	0.14115105	vapor
1100.0000	8.0000000	12.654256	0.079024793	4242.8017	4875.0000	8.1349541	2.0928438	2.5798250	881.73867	0.90912924	undefined	undefined	vapor
1200.0000	8.0000000	11.773825	0.084934168	4456.0564	5135.5297	8.3180741	2.1486476	2.6304936	911.80576	0.72253407	undefined	undefined	vapor
1300.0000	8.0000000	11.011231	0.090816367	4674.4962	5401.0271	8.4924274	2.2010287	2.6790323	940.72105	0.57587968	undefined	undefined	vapor
1400.0000	8.0000000	10.343624	0.096677917	4897.8205	5671.2438	8.6589424	2.2497507	2.7248117	968.64588	0.45865557	undefined	undefined	vapor
1500.0000	8.0000000	9.7538656	0.10252345	5125.7008	5945.8884	8.8183603	2.2948038	2.7675675	995.70259	0.36356148	undefined	undefined	vapor
200.00000	9.0000000	870.20921	0.0011491489	845.02299	855.36533	2.3189335	3.3132067	4.4543843	1358.6804	-0.096204483	0.00013645721	0.66615367	liquid
300.00000	9.0000000	713.06859	0.0014023896	1331.8848	1344.5063	3.2532823	3.0518973	5.7294085	913.34108	0.21010835	8.6025961e-05	0.55335684	liquid
400.00000	9.0000000	33.377907	0.029959937	2849.1751	3118.8145	6.2876241	1.9564707	2.9422599	587.88429	7.1203080	2.4503292e-05	0.066846656	vapor
500.00000	9.0000000	27.178838	0.036793332	3056.2640	3387.4040	6.6602722	1.8270585	2.5284311	650.80606	4.8178182	2.8902537e-05	0.074813419	vapor
600.00000	9.0000000	23.331321	0.042860840	3248.3516	3634.0991	6.9604578	1.8270532	2.4291785	700.29490	3.4208683	3.3051375e-05	0.086182821	vapor
700.00000	9.0000000	20.580804	0.048588967	3438.7998	3876.1005	7.2228709	1.8654499	2.4194949	743.03402	2.5192208	3.7035165e-05	0.099160916	vapor
800.00000	9.0000000	18.473339	0.054132065	3631.9588	4119.1474	7.4605872	1.9184847	2.4452019	781.53530	1.9049117	4.0888009e-05	0.11303977	vapor
900.00000	9.0000000	16.789146	0.059562292	3829.5927	4365.6534	7.6801823	1.9769733	2.4865943	817.07050	1.4686225	4.4626047e-05	0.12742604	vapor
1000.0000	9.0000000	15.403932	0.064918488	4032.4185	4616.6849	7.8855035	2.0364703	2.5346775	850.38866	1.1484413	4.8258483e-05	0.14210788	vapor
1100.0000	9.0000000	14.240236	0.070223556	4240.6430	4872.6550	8.0790269	2.0945935	2.5848101	881.97047	0.90707826	undefined	undefined	vapor
1200.0000	9.0000000	13.246454	0.075491903	4454.2026	5133.6297	8.2624601	2.1500486	2.6344635	912.14216	0.72097430	undefined	undefined	vapor
1300.0000	9.0000000	12.386500	0.080733054	4672.8875	5399.4850	8.4370487	2.2021777	2.6822567	941.13453	0.57467036	undefined	undefined	vapor
1400.0000	9.0000000	11.634191	0.085953552	4896.4128	5669.9947	8.6037445	2.2507120	2.7274734	969.11656	0.45770257	undefined	undefined	vapor
1500.0000	9.0000000	10.969959	0.091158041	5124.4605	5944.8829	8.7633039	2.2956216	2.7697944	996.21580	0.36279987	undefined	undefined	vapor
200.00000	10.000000	870.93528	0.0011481909	844.31361	855.79552	2.3174150	3.3125859	4.4491316	1362.1541	-0.097058313	0.00013670474	0.66696804	liquid
300.00000	10.000000	715.28753	0.0013980392	1329.3536	1343.3340	3.2487938	3.0493429	5.6807065	922.69911	0.20097105	8.6433257e-05	0.55506172	liquid
400.00000	10.000000	37.826722	0.026436338	2833.0832	3097.4466	6.2140808	2.0084068	3.0952809	582.00019	7.0420313	2.4552587e-05	0.068716074	vapor
500.00000	10.000000	30.477870	0.032810692	3047.0205	3375.1274	6.5994703	1.8467277	2.5830294	647.98332	4.7898251	2.8966036e-05	0.075923015	vapor
600.00000	10.000000	26.056612	0.038377975	3241.9784	3625.7582	6.9044746	1.8373035	2.4576372	698.75774	3.4065059	3.3117243e-05	0.087076597	vapor
700.00000	10.000000	22.937222	0.043597258	3434.0211	3869.9936	7.1693207	1.8717071	2.4370420	742.20156	2.5105611	3.7098326e-05	0.10000443	vapor
800.00000	10.000000	20.563879	0.048628957	3628.1956	4114.4851	7.4084546	1.9226802	2.4570897	781.13918	1.8992297	4.0946474e-05	0.11390361	vapor
900.00000	10.000000	18.675222	0.053546886	3826.5312	4362.0001	7.6289508	1.9799717	2.4951531	816.96370	1.4646861	4.4679224e-05	0.12833575	vapor
1000.0000	10.000000	17.126092	0.058390438	4029.8695	4613.7738	7.8348803	2.0387168	2.5411099	850.48216	1.1456051	4.8306417e-05	0.14307044	vapor
1100.0000	10.000000	15.827111	0.063182724	4238.4836	4870.3108	8.0288330	2.0963398	2.5898023	882.20675	0.90497256	undefined	undefined	vapor
1200.0000	10.000000	14.719252	0.067938235	4452.3486	5131.7310	8.2125798	2.1514468	2.6384360	912.48224	0.71937309	undefined	undefined	vapor
1300.0000	10.000000	13.761493	0.072666532	4671.2790	5397.9443	8.3874039	2.2033245	2.6854816	941.55104	0.57342867	undefined	undefined	vapor
1400.0000	10.000000	12.924209	0.077374174	4895.0053	5668.7471	8.5542803	2.2516716	2.7301344	969.58975	0.45672368	undefined	undefined	vapor
1500.0000	10.000000	12.185342	0.082065811	5123.2206	5943.8787	8.7139812	2.2964378	2.7720202	996.73111	0.36201715	undefined	undefined	vapor
200.00000	12.500000	872.73139	0.0011458279	842.56228	856.88513	2.3136574	3.3110473	4.4362992	1370.7385	-0.099138542	0.00013731964	0.66899387	liquid
300.00000	12.500000	720.58023	0.0013877705	1323.3100	1340.6571	3.2380480	3.0436193	5.5710362	944.95629	0.18015045	8.7414035e-05	0.55920916	liquid
400.00000	12.500000	49.924889	0.020030090	2789.6231	3039.9992	6.0433045	2.1507457	3.5579900	566.27571	6.8155017	2.4732734e-05	0.074130690	vapor
500.00000	12.500000	39.017529	0.025629506	3023.2169	3343.5858	6.4650469	1.8976422	2.7303984	640.82563	4.7117112	2.9150991e-05	0.078901809	vapor
600.00000	12.500000	32.997046	0.030305743	3225.8138	3604.6356	6.7828129	1.8632814	2.5316220	694.93573	3.3676937	3.3297054e-05	0.089416427	vapor
700.00000	12.500000	28.891955	0.034611712	3421.9813	3854.6277	7.0539292	1.8874174	2.4818801	740.15960	2.4875641	3.7265796e-05	0.10217946	vapor
800.00000	12.500000	25.823967	0.038723717	3618.7467	4102.7932	7.2966685	1.9331682	2.4871907	780.18615	1.8842748	4.1098981e-05	0.11610995	vapor
900.00000	12.500000	23.408373	0.042719756	3818.8592	4352.8562	7.5194405	1.9874516	2.5167110	816.72820	1.4543733	4.4816500e-05	0.13064399	vapor
1000.0000	12.500000	21.440553	0.046640589	4023.4890	4606.4964	7.7268998	2.0443160	2.5572601	850.74173	1.1381924	4.8429259e-05	0.14550181	vapor
1100.0000	12.500000	19.798126	0.050509830	4233.0822	4864.4551	7.9219293	2.1006908	2.6023108	882.81844	0.89947464	undefined	undefined	vapor
1200.0000	12.500000	18.401912	0.054342178	4447.7135	5126.9907	8.1064612	2.1549302	2.6483762	913.34953	0.71519339	undefined	undefined	vapor
1300.0000	12.500000	17.197710	0.058147276	4667.2585	5394.0995	8.2818741	2.2061818	2.6935440	942.60632	0.57018659	undefined	undefined	vapor
1400.0000	12.500000	16.146815	0.061931718	4891.4882	5665.6347	8.4492023	2.2540626	2.7367834	970.78432	0.45416626	undefined	undefined	vapor
1500.0000	12.500000	15.220661	0.065700169	5120.1223	5941.3744	8.6092565	2.2984724	2.7775795	998.02908	0.35997059	undefined	undefined	vapor
200.00000	15.000000	874.50109	0.0011435092	840.84164	857.99427	2.3099535	3.3095271	4.4238748	1379.1851	-0.10114467	0.00013792911	0.67100563	liquid
300.00000	15.000000	725.55360	0.0013782579	1317.6253	1338.2992	3.2279017	3.0386753	5.4755349	965.80342	0.16175011	8.8347846e-05	0.56320998	liquid
400.00000	15.000000	63.812081	0.015671014	2740.5926	2975.6578	5.8818856	2.3124359	4.1792670	548.87904	6.5457139	2.5018123e-05	0.081024178	vapor
500.00000	15.000000	48.013557	0.020827451	2998.3725	3310.7843	6.3479783	1.9509115	2.8947472	633.54921	4.6222106	2.9376721e-05	0.082209894	vapor
600.00000	15.000000	40.126731	0.024921043	3209.3161	3583.1318	6.6795896	1.8897117	2.6097553	691.16234	3.3247771	3.3499212e-05	0.091915603	vapor
700.00000	15.000000	34.939259	0.028621099	3409.8109	3839.1274	6.9572465	1.9032061	2.5280917	738.18492	2.4626677	3.7447028e-05	0.10445178	vapor
800.00000	15.000000	31.132421	0.032120856	3609.2417	4091.0545	7.2036776	1.9436484	2.5178200	779.29346	1.8682690	4.1260480e-05	0.11838385	vapor
900.00000	15.000000	28.167006	0.035502531	3811.1625	4343.7004	7.4287566	1.9949060	2.5384872	816.54245	1.4434034	4.4959852e-05	0.13300081	vapor
1000.0000	15.000000	25.767735	0.038808223	4017.0983	4599.2216	7.6377578	2.0498893	2.5735010	851.04147	1.1303324	4.8556282e-05	0.14796855	vapor
1100.0000	15.000000	23.774409	0.042062034	4227.6775	4858.6080	7.8338685	2.1050199	2.6148542	883.46249	0.89365377	undefined	undefined	vapor
1200.0000	15.000000	22.085366	0.045278851	4443.0783	5122.2611	8.0191870	2.1583960	2.6583258	914.24304	0.71077011	undefined	undefined	vapor
1300.0000	15.000000	20.632002	0.048468395	4663.2397	5390.2656	8.1951889	2.2090251	2.7016041	943.68304	0.56675473	undefined	undefined	vapor
1400.0000	15.000000	19.365849	0.051637293	4887.9733	5662.5327	8.3629686	2.2564426	2.7434251	971.99658	0.45145727	undefined	undefined	vapor
1500.0000	15.000000	18.251433	0.054790218	5117.0265	5938.8797	8.5233757	2.3004981	2.7831298	999.34181	0.35780056	undefined	undefined	vapor
200.00000	17.500000	876.24539	0.0011412328	839.15055	859.12212	2.3063012	3.3080244	4.4118357	1387.4997	-0.10308081	0.00013853339	0.67300373	liquid
300.00000	17.500000	730.25244	0.0013693895	1312.2514	1336.2157	3.2182744	3.0343534	5.3912975	985.45351	0.14531896	8.9241292e-05	0.56708212	liquid
400.00000	17.500000	80.235208	0.012463356	2684.2711	2902.3798	5.7210538	2.4957950	5.0525733	529.42903	6.2302552	2.5456536e-05	0.090286946	vapor
500.00000	17.500000	57.520048	0.017385243	2972.4248	3276.6665	6.2423515	2.0063277	3.0780567	626.19186	4.5215853	2.9648040e-05	0.085900653	vapor
600.00000	17.500000	47.454996	0.021072597	3192.4839	3561.2544	6.5889718	1.9165258	2.6921370	687.46210	3.2778278	3.3724649e-05	0.094585671	vapor
700.00000	17.500000	41.080888	0.024342220	3397.5128	3823.5016	6.8734412	1.9190497	2.5756532	736.29161	2.4359103	3.7642140e-05	0.10682462	vapor
800.00000	17.500000	36.489304	0.027405291	3599.6830	4079.2756	7.1236480	1.9541119	2.5489535	778.46973	1.8512401	4.1430875e-05	0.12072623	vapor
900.00000	17.500000	32.950818	0.030348260	3803.4428	4334.5374	7.3510637	2.0023311	2.5604652	816.41212	1.4317981	4.5109136e-05	0.13540618	vapor
1000.0000	17.500000	30.107307	0.033214529	4010.6986	4591.9529	7.5616175	2.0554353	2.5898224	851.38531	1.1220426	4.8687345e-05	0.15047021	vapor
1100.0000	17.500000	27.755681	0.036028660	4222.2705	4852.7720	7.7588133	2.1093263	2.6274255	884.14178	0.88752364	undefined	undefined	vapor
1200.0000	17.500000	25.769398	0.038805718	4438.4439	5117.5440	7.9449195	2.1618437	2.6682801	915.16494	0.70611421	undefined	undefined	vapor
1300.0000	17.500000	24.064207	0.041555493	4659.2231	5386.4442	8.1215103	2.2118543	2.7096588	944.78285	0.56314196	undefined	undefined	vapor
1400.0000	17.500000	22.581193	0.044284639	4884.4611	5659.4423	8.2897410	2.2588114	2.7500571	973.22784	0.44860391	undefined	undefined	vapor
1500.0000	17.500000	21.277574	0.046997838	5113.9335	5936.3956	8.4505003	2.3025150	2.7886693	1000.6703	0.35551297	undefined	undefined	vapor
200.00000	20.000000	877.96521	0.0011389973	837.48796	860.26790	2.3026988	3.3065384	4.4001609	1395.6878	-0.10495076	0.00013913269	0.67498855	liquid
300.00000	20.000000	734.71208	0.0013610774	1307.1498	1334.3714	3.2091018	3.0305372	5.3162019	1004.0716	0.13051878	9.0099586e-05	0.57084011	liquid
400.00000	20.000000	100.49973	0.0099502752	2617.8503	2816.8558	5.5525491	2.7037631	6.3675163	507.34565	5.8603615	2.6136918e-05	0.10369226	vapor
500.00000	20.000000	67.597672	0.014793409	2945.3102	3241.1784	6.1446091	2.0636213	3.2824890	618.80025	4.4100809	2.9970629e-05	0.090037593	vapor
600.00000	20.000000	54.990956	0.018184809	3175.3177	3539.0139	6.5074831	1.9436487	2.7788388	683.86078	3.2269355	3.3974341e-05	0.097438778	vapor
700.00000	20.000000	47.318283	0.021133480	3385.0909	3807.7605	6.7990362	1.9349237	2.6245314	734.49364	2.4073383	3.7851233e-05	0.10930118	vapor
800.00000	20.000000	41.894502	0.023869481	3590.0736	4067.4632	7.0530996	1.9645496	2.5805641	777.72327	1.8332196	4.1610061e-05	0.12313786	vapor
900.00000	20.000000	37.759406	0.026483467	3795.7022	4325.3716	7.2828794	2.0097232	2.5826281	816.34257	1.4195805	4.5264205e-05	0.13785999	vapor
1000.0000	20.000000	34.458879	0.029020097	4004.2913	4584.6932	7.4949957	2.0609522	2.6062132	851.77693	1.1133404	4.8822307e-05	0.15300629	vapor
1100.0000	20.000000	31.741630	0.031504369	4216.8619	4846.9493	7.6932799	2.1136094	2.6400178	884.85895	0.88109804	undefined	undefined	vapor
1200.0000	20.000000	29.453772	0.033951509	4433.8109	5112.8411	7.8801743	2.1652732	2.6782345	916.11720	0.70123660	undefined	undefined	vapor
1300.0000	20.000000	27.494153	0.036371370	4655.2091	5382.6365	8.0573537	2.2146691	2.7177047	945.90730	0.55935700	undefined	undefined	vapor
1400.0000	20.000000	25.792722	0.038770627	4880.9521	5656.3646	8.2260348	2.2611690	2.7566773	974.47933	0.44561322	undefined	undefined	vapor
1500.0000	20.000000	24.298994	0.041153968	5110.8436	5933.9230	8.3871456	2.3045229	2.7941962	1002.0156	0.35311358	undefined	undefined	vapor
200.00000	25.000000	881.33490	0.0011346425	834.24433	862.61040	2.2956364	3.3036136	4.3778290	1411.7044	-0.10850593	0.00014031713	0.67891971	liquid
300.00000	25.000000	743.02270	0.0013458539	1297.6451	1331.2915	3.1919221	3.0240911	5.1874313	1038.7100	0.10482747	9.1726755e-05	0.57805965	liquid
400.00000	25.000000	166.53576	0.0060047162	2428.5224	2578.6403	5.1399837	3.2057056	13.032132	450.82935	4.8390987	2.9287130e-05	0.16492846	supercritical
500.00000	25.000000	89.743579	0.011142858	2887.3360	3165.9074	5.9642475	2.1823668	3.7638761	604.15874	4.1554574	3.0797334e-05	0.099963042	supercritical
600.00000	25.000000	70.720343	0.014140203	3139.9954	3493.5005	6.3636641	1.9984877	2.9652966	677.06403	3.1137894	3.4550507e-05	0.10374510	supercritical
700.00000	25.000000	60.084374	0.016643262	3359.8943	3775.9758	6.6701851	1.9666616	2.7260498	731.23872	2.3449795	3.8311694e-05	0.11457753	supercritical
800.00000	25.000000	52.848451	0.018922031	3570.7152	4043.7660	6.9321885	1.9853110	2.6450917	776.49368	1.7943453	4.1994339e-05	0.12817140	supercritical
900.00000	25.000000	47.448814	0.021075342	3780.1666	4307.0502	7.1667709	2.0243938	2.6274341	816.40565	1.3934073	4.5591097e-05	0.14291191	supercritical
1000.0000	25.000000	43.196195	0.023150187	3991.4593	4570.2140	7.3820367	2.0718926	2.6391590	852.71700	1.0947724	4.9103356e-05	0.15817937	supercritical
1100.0000	25.000000	39.726140	0.025172342	4206.0443	4835.3529	7.5825043	2.1221025	2.6652372	886.41658	0.86741606	undefined	undefined	supercritical
1200.0000	25.000000	36.822494	0.027157313	4424.5520	5103.4848	7.7709757	2.1720756	2.6981246	918.12003	0.69085962	undefined	undefined	supercritical
1300.0000	25.000000	34.346498	0.029115050	4647.1912	5375.0674	7.9493302	2.2202550	2.7337574	948.23564	0.55130484	undefined	undefined	supercritical
1400.0000	25.000000	32.203779	0.031052257	4873.9449	5650.2513	8.1189094	2.2658500	2.7698727	977.04730	0.43924747	undefined	undefined	supercritical
1500.0000	25.000000	30.327269	0.032973626	5104.6746	5929.0152	8.2807207	2.3085118	2.8052057	1004.7601	0.34800178	undefined	undefined	supercritical
200.00000	30.000000	884.61663	0.0011304332	831.10344	865.01644	2.2887536	3.3007475	4.3567410	1427.2715	-0.11183534	0.00014148391	0.68280163	liquid
300.00000	30.000000	750.65867	0.0013321634	1288.9207	1328.8856	3.1760444	3.0188428	5.0803138	1070.5005	0.083183715	9.3254870e-05	0.58494331	liquid
400.00000	30.000000	357.42510	0.0027977890	2068.8750	2152.8087	4.4757348	3.4177233	25.868217	420.66789	2.6415917	4.4216947e-05	0.33992530	supercritical
500.00000	30.000000	115.06940	0.0086904081	2824.0352	3084.7474	5.7956160	2.3031696	4.3560174	590.27044	3.8608374	3.1923468e-05	0.11273943	supercritical
600.00000	30.000000	87.376651	0.011444705	3103.3991	3446.7403	6.2373259	2.0534984	3.1687968	671.00065	2.9865388	3.5235726e-05	0.11093906	supercritical
700.00000	30.000000	73.241511	0.013653459	3334.2657	3743.8694	6.5598297	1.9982107	2.8321531	728.52711	2.2761417	3.8828829e-05	0.12030307	supercritical
800.00000	30.000000	63.989577	0.015627545	3551.1946	4020.0209	6.8300434	2.0058590	2.7111220	775.66377	1.7519641	4.2412267e-05	0.13348790	supercritical
900.00000	30.000000	57.230077	0.017473330	3764.5731	4288.7730	7.0695110	2.0388885	2.6727485	816.76819	1.3650943	4.5939284e-05	0.14815362	supercritical
1000.0000	30.000000	51.975516	0.019239828	3978.6137	4555.8086	7.2879508	2.0826978	2.6722467	853.88610	1.0747783	4.9398295e-05	0.16348249	supercritical
1100.0000	30.000000	47.724819	0.020953458	4195.2326	4823.8363	7.4906064	2.1304934	2.6904558	888.15275	0.85271978	undefined	undefined	supercritical
1200.0000	30.000000	44.189256	0.022629935	4415.3070	5094.2050	7.6806524	2.1788005	2.7179594	920.26443	0.67972517	undefined	undefined	supercritical
1300.0000	30.000000	41.187394	0.024279274	4639.1901	5367.5683	7.8601778	2.2257816	2.7497375	950.67796	0.54266577	undefined	undefined	supercritical
1400.0000	30.000000	38.597835	0.025908189	4866.9549	5644.2005	8.0306504	2.2704850	2.7829936	979.70834	0.43241390	undefined	undefined	supercritical
1500.0000	30.000000	36.335407	0.027521365	5098.5219	5924.1628	8.1931580	2.3124647	2.8161455	1007.5815	0.34250874	undefined	undefined	supercritical
200.00000	35.000000	887.81614	0.0011263593	828.05870	867.48128	2.2820389	3.2979360	4.3367784	1442.4217	-0.11496070	0.00014263435	0.68663648	liquid
300.00000	35.000000	757.74224	0.0013197100	1280.8408	1327.0307	3.1612417	3.0144779	4.9892367	1099.9834	0.064613292	9.4701924e-05	0.59154539	liquid
400.00000	35.000000	474.96658	0.0021054113	1914.9156	1988.6050	4.2143412	3.0682160	11.617667	540.05557	1.3852416	5.6084805e-05	0.38560925	supercritical
500.00000	35.000000	144.24913	0.0069324508	2755.2720	2997.9077	5.6330720	2.4200828	5.0662716	578.12470	3.5299784	3.3432734e-05	0.12928381	supercritical
600.00000	35.000000	105.00479	0.0095233755	3065.6269	3398.9451	6.1228368	2.1078597	3.3879405	665.91226	2.8468460	3.6037438e-05	0.11912358	supercritical
700.00000	35.000000	86.786473	0.011522533	3308.2617	3711.5504	6.4622260	2.0293560	2.9421499	726.45917	2.2015222	3.9402571e-05	0.12649590	supercritical
800.00000	35.000000	75.310083	0.013278435	3531.5434	3996.2886	6.7408725	2.0261209	2.7783268	775.28577	1.7064449	4.2862595e-05	0.13908804	supercritical
900.00000	35.000000	67.096570	0.014903891	3748.9406	4270.5768	6.9852866	2.0531788	2.7184023	817.46139	1.3348698	4.6307460e-05	0.15358046	supercritical
1000.0000	35.000000	60.791910	0.016449557	3965.7666	4541.5011	7.2069144	2.0933558	2.7053820	855.30472	1.0535138	4.9705994e-05	0.16890930	supercritical
1100.0000	35.000000	55.734119	0.017942331	4184.4346	4812.4162	7.4117571	2.1387767	2.7156172	890.08185	0.83712172	undefined	undefined	supercritical
1200.0000	35.000000	51.551526	0.019398068	4406.0817	5085.0140	7.6033723	2.1854454	2.7377033	922.56104	0.66791790	undefined	undefined	supercritical
1300.0000	35.000000	48.015032	0.020826811	4631.2101	5360.1485	7.7840623	2.2312476	2.7656210	953.24244	0.53350530	undefined	undefined	supercritical
1400.0000	35.000000	44.973599	0.022235268	4859.9852	5638.2195	7.9554226	2.2750734	2.7960235	982.46888	0.42516430	undefined	undefined	supercritical
1500.0000	35.000000	42.322483	0.023628103	5092.3879	5919.3715	8.1186213	2.3163810	2.8270037	1010.4851	0.33667611	undefined	undefined	supercritical
200.00000	40.000000	890.93860	0.0011224118	825.10422	870.00069	2.2754818	3.2951755	4.3178382	1457.1835	-0.11790093	0.00014376960	0.69042605	liquid
300.00000	40.000000	764.36338	0.0013082783	1273.3046	1325.6358	3.1473457	3.0107855	4.9104559	1127.5503	0.048446836	9.6081154e-05	0.59790684	liquid
