Temperature (C)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
234.13542	3.0153000	821.51415	0.0012172645	1006.0089	1009.6793	2.6481437	3.2026794	4.7209335	1211.9961	-0.031164920	0.00011402003	0.63281627	0.029768924	15.077281	0.066324956	2603.1709	2803.1606	6.1835918	2.3305712	3.6181859	504.00009	18.294952	1.6851566e-05	0.045993138
234.80722	3.0519500	820.59278	0.0012186312	1009.1388	1012.8580	2.6543178	3.2006239	4.7265484	1209.4013	-0.029744051	0.00011367368	0.63218366	0.029611570	15.261287	0.065525275	2603.1922	2803.1721	6.1788548	2.3361088	3.6331967	503.93313	18.192748	1.6875537e-05	0.046164524
235.47285	3.0886000	819.67684	0.0012199930	1012.2430	1016.0111	2.6604330	3.1985958	4.7321671	1206.8213	-0.028323383	0.00011333230	0.63155321	0.029455616	15.445473	0.064743889	2603.2067	2803.1747	6.1741635	2.3416098	3.6481948	503.86395	18.092180	1.6899323e-05	0.046335341
236.13244	3.1252500	818.76623	0.0012213498	1015.3219	1019.1390	2.6664909	3.1965945	4.7377899	1204.2559	-0.026902826	0.00011299575	0.63092490	0.029301033	15.629843	0.063980170	2603.2145	2803.1685	6.1695168	2.3470750	3.6631813	503.79260	17.993201	1.6922930e-05	0.046505605
236.78611	3.1619000	817.86081	0.0012227019	1018.3762	1022.2423	2.6724927	3.1946194	4.7434171	1201.7049	-0.025482293	0.00011266389	0.63029869	0.029147794	15.814398	0.063233518	2603.2158	2803.1539	6.1649137	2.3525051	3.6781577	503.71914	17.895771	1.6946362e-05	0.046675333
237.43398	3.1985500	816.96050	0.0012240494	1021.4064	1025.3216	2.6784395	3.1926699	4.7490490	1199.1678	-0.024061699	0.00011233661	0.62967457	0.028995873	15.999140	0.062503358	2603.2108	2803.1309	6.1603531	2.3579009	3.6931251	503.64362	17.799847	1.6969622e-05	0.046844539
238.07617	3.2352000	816.06518	0.0012253923	1024.4129	1028.3773	2.6843326	3.1907456	4.7546859	1196.6446	-0.022640961	0.00011201378	0.62905252	0.028845245	16.184073	0.061789144	2603.1994	2803.0997	6.1558340	2.3632632	3.7080847	503.56606	17.705390	1.6992716e-05	0.047013239
238.71281	3.2718500	815.17476	0.0012267308	1027.3962	1031.4099	2.6901731	3.1888459	4.7603281	1194.1349	-0.021219999	0.00011169528	0.62843252	0.028695886	16.369197	0.061090352	2603.1819	2803.0604	6.1513555	2.3685926	3.7230377	503.48653	17.612362	1.7015646e-05	0.047181448
239.34399	3.3085000	814.28912	0.0012280650	1030.3568	1034.4198	2.6959621	3.1869702	4.7659758	1191.6385	-0.019798732	0.00011138100	0.62781454	0.028547770	16.554515	0.060406482	2603.1585	2803.0133	6.1469166	2.3738898	3.7379852	503.40505	17.520725	1.7038418e-05	0.047349180
239.96982	3.3451500	813.40819	0.0012293950	1033.2951	1037.4077	2.7017006	3.1851182	4.7716294	1189.1552	-0.018377085	0.00011107083	0.62719856	0.028400875	16.740029	0.059737053	2603.1291	2802.9585	6.1425165	2.3791556	3.7529283	503.32168	17.430445	1.7061033e-05	0.047516449
240.59041	3.3818000	812.53187	0.0012307210	1036.2117	1040.3737	2.7073898	3.1832893	4.7772890	1186.6848	-0.016954981	0.00011076467	0.62658457	0.028255179	16.925741	0.059081608	2603.0939	2802.8960	6.1381542	2.3843905	3.7678681	503.23644	17.341486	1.7083497e-05	0.047683269
241.20587	3.4184500	811.66006	0.0012320429	1039.1068	1043.3185	2.7130307	3.1814831	4.7829549	1184.2271	-0.015532347	0.00011046241	0.62597254	0.028110659	17.111653	0.058439707	2603.0530	2802.8262	6.1338289	2.3895951	3.7828057	503.14938	17.253816	1.7105812e-05	0.047849654
241.81628	3.4551000	810.79268	0.0012333609	1041.9810	1046.2424	2.7186241	3.1796991	4.7886275	1181.7817	-0.014109110	0.00011016396	0.62536245	0.027967295	17.297767	0.057810929	2603.0065	2802.7490	6.1295399	2.3947702	3.7977422	503.06054	17.167403	1.7127982e-05	0.048015616
242.42174	3.4917500	809.92964	0.0012346751	1044.8346	1049.1458	2.7241710	3.1779370	4.7943069	1179.3486	-0.012685200	0.00010986923	0.62475429	0.027825066	17.484085	0.057194870	2602.9545	2802.6647	6.1252862	2.3999163	3.8126785	502.96994	17.082215	1.7150010e-05	0.048181168
243.02235	3.5284000	809.07087	0.0012359857	1047.6681	1052.0291	2.7296725	3.1761962	4.7999934	1176.9275	-0.011260547	0.00010957812	0.62414803	0.027683951	17.670610	0.056591143	2602.8972	2802.5734	6.1210673	2.4050339	3.8276157	502.87762	16.998224	1.7171899e-05	0.048346324
243.61819	3.5650500	808.21628	0.0012372926	1050.4817	1054.8927	2.7351293	3.1744764	4.8056872	1174.5183	-0.0098350833	0.00010929055	0.62354365	0.027543932	17.857342	0.055999377	2602.8345	2802.4751	6.1168822	2.4101236	3.8425548	502.78362	16.915399	1.7193652e-05	0.048511094
244.20935	3.6017000	807.36579	0.0012385960	1053.2759	1057.7370	2.7405423	3.1727772	4.8113887	1172.1206	-0.0084087422	0.00010900643	0.62294113	0.027404990	18.044284	0.055419213	2602.7667	2802.3700	6.1127304	2.4151861	3.8574967	502.68797	16.833714	1.7215272e-05	0.048675491
244.79592	3.6383500	806.51933	0.0012398959	1056.0510	1060.5622	2.7459123	3.1710983	4.8170980	1169.7345	-0.0069814583	0.00010872568	0.62234046	0.027267106	18.231437	0.054850311	2602.6937	2802.2583	6.1086111	2.4202218	3.8724424	502.59069	16.753142	1.7236763e-05	0.048839527
245.37798	3.6750000	805.67682	0.0012411925	1058.8074	1063.3688	2.7512402	3.1694392	4.8228154	1167.3595	-0.0055531676	0.00010844823	0.62174161	0.027130263	18.418804	0.054292341	2602.6157	2802.1400	6.1045236	2.4252312	3.8873928	502.49182	16.673656	1.7258126e-05	0.049003213
245.95560	3.7116500	804.83819	0.0012424858	1061.5454	1066.1571	2.7565268	3.1677997	4.8285411	1164.9957	-0.0041238072	0.00010817398	0.62114457	0.026994442	18.606387	0.053744985	2602.5327	2802.0153	6.1004673	2.4302148	3.9023489	502.39139	16.595231	1.7279365e-05	0.049166561
246.52887	3.7483000	804.00337	0.0012437759	1064.2653	1068.9274	2.7617728	3.1661793	4.8342754	1162.6428	-0.0026933150	0.00010790288	0.62054932	0.026859628	18.794187	0.053207941	2602.4449	2801.8842	6.0964415	2.4351732	3.9173116	502.28942	16.517843	1.7300482e-05	0.049329581
247.09786	3.7849500	803.17229	0.0012450629	1066.9675	1071.6800	2.7669790	3.1645777	4.8400185	1160.3006	-0.0012616305	0.00010763485	0.61995584	0.026725803	18.982206	0.052680915	2602.3523	2801.7469	6.0924456	2.4401069	3.9322816	502.18594	16.441468	1.7321481e-05	0.049492284
247.66265	3.8216000	802.34489	0.0012463468	1069.6522	1074.4153	2.7721461	3.1629946	4.8457706	1157.9690	0.00017130618	0.00010736982	0.61936411	0.026592952	19.170447	0.052163626	2602.2549	2801.6034	6.0884791	2.4450162	3.9472600	502.08099	16.366083	1.7342362e-05	0.049654681
248.22330	3.8582500	801.52110	0.0012476278	1072.3199	1077.1335	2.7772748	3.1614297	4.8515319	1155.6479	0.0016055537	0.00010710772	0.61877411	0.026461059	19.358910	0.051655802	2602.1530	2801.4540	6.0845413	2.4499016	3.9622476	501.97457	16.291666	1.7363130e-05	0.049816782
248.77988	3.8949000	800.70085	0.0012489059	1074.9706	1079.8350	2.7823658	3.1598827	4.8573027	1153.3369	0.0030411699	0.00010684849	0.61818583	0.026330109	19.547597	0.051157183	2602.0464	2801.2985	6.0806317	2.4547637	3.9772452	501.86672	16.218196	1.7383785e-05	0.049978598
249.33247	3.9315500	799.88409	0.0012501811	1077.6049	1082.5200	2.7874198	3.1583533	4.8630832	1151.0361	0.0044782117	0.00010659206	0.61759925	0.026200087	19.736511	0.050667516	2601.9354	2801.1372	6.0767497	2.4596027	3.9922537	501.75747	16.145652	1.7404332e-05	0.050140138
249.88113	3.9682000	799.07075	0.0012514536	1080.2228	1085.1888	2.7924374	3.1568412	4.8688736	1148.7453	0.0059167350	0.00010633838	0.61701436	0.026070978	19.925653	0.050186560	2601.8199	2800.9702	6.0728948	2.4644193	4.0072739	501.64683	16.074013	1.7424771e-05	0.050301412
250.42592	4.0048500	798.26078	0.0012527235	1082.8248	1087.8418	2.7974193	3.1553461	4.8746742	1146.4642	0.0073567950	0.00010608738	0.61643112	0.025942769	20.115025	0.049714081	2601.7000	2800.7975	6.0690665	2.4692136	4.0223065	501.53483	16.003260	1.7445105e-05	0.050462430
250.96691	4.0415000	797.45412	0.0012539906	1085.4110	1090.4790	2.8023660	3.1538677	4.8804851	1144.1928	0.0087984460	0.00010583901	0.61584954	0.025815446	20.304629	0.049249853	2601.5759	2800.6191	6.0652642	2.4739863	4.0373525	501.42149	15.933375	1.7465336e-05	0.050623201
251.50415	4.0781500	796.65071	0.0012552553	1087.9818	1093.1009	2.8072782	3.1524058	4.8863066	1141.9309	0.010241742	0.00010559322	0.61526959	0.025688995	20.494466	0.048793659	2601.4474	2800.4353	6.0614875	2.4787375	4.0524125	501.30683	15.864338	1.7485466e-05	0.050783735
252.03771	4.1148000	795.85049	0.0012565174	1090.5373	1095.7076	2.8121565	3.1509601	4.8921389	1139.6785	0.011686735	0.00010534994	0.61469126	0.025563404	20.684538	0.048345289	2601.3149	2800.2461	6.0577359	2.4834678	4.0674874	501.19088	15.796131	1.7505498e-05	0.050944040
252.56765	4.1514500	795.05342	0.0012577771	1093.0779	1098.2995	2.8170014	3.1495304	4.8979822	1137.4352	0.013133478	0.00010510912	0.61411452	0.025438659	20.874848	0.047904541	2601.1782	2800.0515	6.0540089	2.4881776	4.0825780	501.07364	15.728738	1.7525434e-05	0.051104127
253.09402	4.1881000	794.25944	0.0012590345	1095.6037	1100.8767	2.8218135	3.1481164	4.9038367	1135.2011	0.014582021	0.00010487073	0.61353937	0.025314748	21.065395	0.047471219	2601.0374	2799.8516	6.0503061	2.4928670	4.0976849	500.95516	15.662142	1.7545274e-05	0.051264002
253.61687	4.2247500	793.46850	0.0012602895	1098.1150	1103.4394	2.8265933	3.1467178	4.9097027	1132.9760	0.016032417	0.00010463469	0.61296579	0.025191660	21.256183	0.047045134	2600.8926	2799.6465	6.0466270	2.4975366	4.1128090	500.83543	15.596325	1.7565022e-05	0.051423676
254.13627	4.2614000	792.68055	0.0012615422	1100.6121	1105.9880	2.8313414	3.1453346	4.9155803	1130.7597	0.017484714	0.00010440098	0.61239376	0.025069381	21.447213	0.046626104	2600.7438	2799.4363	6.0429712	2.5021867	4.1279509	500.71448	15.531273	1.7584678e-05	0.051583157
254.65226	4.2980500	791.89554	0.0012627928	1103.0951	1108.5227	2.8360583	3.1439663	4.9214698	1128.5521	0.018938962	0.00010416954	0.61182326	0.024947902	21.638487	0.046213952	2600.5912	2799.2211	6.0393382	2.5068176	4.1431114	500.59234	15.466969	1.7604246e-05	0.051742454
255.16490	4.3347000	791.11343	0.0012640412	1105.5643	1111.0435	2.8407445	3.1426128	4.9273713	1126.3532	0.020395211	0.00010394032	0.61125429	0.024827209	21.830006	0.045808508	2600.4347	2799.0008	6.0357278	2.5114296	4.1582913	500.46901	15.403400	1.7623726e-05	0.051901574
255.67423	4.3713500	790.33416	0.0012652876	1108.0199	1113.5509	2.8454004	3.1412739	4.9332851	1124.1628	0.021853509	0.00010371328	0.61068683	0.024707293	22.021772	0.045409606	2600.2744	2798.7756	6.0321394	2.5160231	4.1734913	500.34451	15.340549	1.7643121e-05	0.052060526
256.18030	4.4080000	789.55769	0.0012665319	1110.4620	1116.0449	2.8500267	3.1399494	4.9392113	1121.9807	0.023313903	0.00010348839	0.61012086	0.024588142	22.213787	0.045017088	2600.1103	2798.5456	6.0285726	2.5205983	4.1887119	500.21887	15.278403	1.7662431e-05	0.052219318
256.68317	4.4446500	788.78398	0.0012677742	1112.8910	1118.5258	2.8546236	3.1386390	4.9451503	1119.8069	0.024776441	0.00010326559	0.60955637	0.024469746	22.406052	0.044630799	2599.9425	2798.3108	6.0250272	2.5251557	4.2039541	500.09209	15.216948	1.7681660e-05	0.052377957
257.18287	4.4813000	788.01298	0.0012690146	1115.3069	1120.9938	2.8591917	3.1373426	4.9511021	1117.6413	0.026241170	0.00010304485	0.60899334	0.024352094	22.598569	0.044250589	2599.7711	2798.0712	6.0215027	2.5296954	4.2192183	499.96419	15.156171	1.7700807e-05	0.052536453
257.67946	4.5179500	787.24466	0.0012702531	1117.7101	1123.4490	2.8637315	3.1360600	4.9570670	1115.4837	0.027708136	0.00010282612	0.60843176	0.024235177	22.791340	0.043876314	2599.5960	2797.8270	6.0179987	2.5342178	4.2345054	499.83519	15.096058	1.7719876e-05	0.052694812
258.17298	4.5546000	786.47896	0.0012714898	1120.1006	1125.8917	2.8682434	3.1347910	4.9630452	1113.3341	0.029177384	0.00010260937	0.60787162	0.024118985	22.984366	0.043507834	2599.4174	2797.5782	6.0145150	2.5387232	4.2498160	499.70511	15.036597	1.7738867e-05	0.052853042
258.66348	4.5912500	785.71584	0.0012727247	1122.4787	1128.3221	2.8727277	3.1335353	4.9690369	1111.1923	0.030648961	0.00010239457	0.60731290	0.024003507	23.177649	0.043145014	2599.2352	2797.3248	6.0110511	2.5432118	4.2651508	499.57395	14.977775	1.7757782e-05	0.053011151
259.15098	4.6279000	784.95528	0.0012739579	1124.8445	1130.7403	2.8771850	3.1322929	4.9750423	1109.0582	0.032122911	0.00010218167	0.60675559	0.023888735	23.371191	0.042787721	2599.0496	2797.0669	6.0076067	2.5476839	4.2805105	499.44174	14.919581	1.7776622e-05	0.053169147
259.63555	4.6645500	784.19722	0.0012751894	1127.1983	1133.1465	2.8816156	3.1310636	4.9810616	1106.9318	0.033599279	0.00010197064	0.60619968	0.023774660	23.564993	0.042435828	2598.8605	2796.8045	6.0041815	2.5521399	4.2958956	499.30848	14.862002	1.7795389e-05	0.053327035
260.11721	4.7012000	783.44163	0.0012764193	1129.5402	1135.5409	2.8860199	3.1298471	4.9870950	1104.8128	0.035078110	0.00010176145	0.60564515	0.023661271	23.759057	0.042089212	2598.6680	2796.5378	6.0007752	2.5565798	4.3113070	499.17419	14.805027	1.7814085e-05	0.053484825
260.59602	4.7378500	782.68847	0.0012776475	1131.8703	1137.9236	2.8903983	3.1286433	4.9931427	1102.7014	0.036559446	0.00010155405	0.60509198	0.023548561	23.953385	0.041747754	2598.4721	2796.2667	5.9973874	2.5610041	4.3267451	499.03889	14.748645	1.7832710e-05	0.053642523
261.07200	4.7745000	781.93770	0.0012788743	1134.1889	1140.2948	2.8947513	3.1274520	4.9992050	1100.5972	0.038043332	0.00010134843	0.60454017	0.023436521	24.147977	0.041411336	2598.2729	2795.9913	5.9940179	2.5654130	4.3422107	498.90258	14.692845	1.7851266e-05	0.053800136
261.54519	4.8111500	781.18930	0.0012800995	1136.4960	1142.6548	2.8990791	3.1262731	5.0052819	1098.5003	0.039529810	0.00010114455	0.60398971	0.023325142	24.342837	0.041079847	2598.0703	2795.7116	5.9906664	2.5698066	4.3577045	498.76528	14.637616	1.7869755e-05	0.053957672
262.01564	4.8478000	780.44321	0.0012813232	1138.7919	1145.0035	2.9033821	3.1251065	5.0113737	1096.4106	0.041018924	0.00010094237	0.60344057	0.023214416	24.537965	0.040753176	2597.8646	2795.4278	5.9873325	2.5741854	4.3732269	498.62701	14.582949	1.7888178e-05	0.054115136
262.48338	4.8844500	779.69941	0.0012825455	1141.0768	1147.3413	2.9076608	3.1239519	5.0174807	1094.3279	0.042510716	0.00010074186	0.60289275	0.023104334	24.733363	0.040431219	2597.6556	2795.1398	5.9840160	2.5785493	4.3887788	498.48776	14.528832	1.7906535e-05	0.054272537
262.94844	4.9211000	778.95786	0.0012837665	1143.3507	1149.6682	2.9119153	3.1228092	5.0236029	1092.2522	0.044005227	0.00010054301	0.60234624	0.022994890	24.929032	0.040113872	2597.4434	2794.8478	5.9807165	2.5828989	4.4043606	498.34756	14.475257	1.7924829e-05	0.054429880
263.41087	4.9577500	778.21854	0.0012849861	1145.6138	1151.9844	2.9161462	3.1216783	5.0297406	1090.1833	0.045502502	0.00010034576	0.60180102	0.022886074	25.124975	0.039801035	2597.2280	2794.5516	5.9774339	2.5872341	4.4199731	498.20642	14.422213	1.7943060e-05	0.054587174
263.87069	4.9944000	777.48140	0.0012862044	1147.8663	1154.2901	2.9203537	3.1205591	5.0358941	1088.1213	0.047002579	0.00010015011	0.60125708	0.022777880	25.321193	0.039492611	2597.0096	2794.2515	5.9741678	2.5915553	4.4356168	498.06434	14.369692	1.7961230e-05	0.054744423
264.32794	5.0310500	776.74641	0.0012874215	1150.1083	1156.5853	2.9245381	3.1194513	5.0420635	1086.0660	0.048505502	9.9956024e-05	0.60071441	0.022670300	25.517687	0.039188505	2596.7880	2793.9473	5.9709180	2.5958627	4.4512925	497.92135	14.317683	1.7979339e-05	0.054901636
264.78265	5.0677000	776.01354	0.0012886373	1152.3399	1158.8703	2.9286999	3.1183549	5.0482489	1084.0173	0.050011311	9.9763470e-05	0.60017300	0.022563326	25.714459	0.038888627	2596.5634	2793.6393	5.9676843	2.6001565	4.4670006	497.77744	14.266179	1.7997390e-05	0.055058818
265.23486	5.1043500	775.28277	0.0012898520	1154.5613	1161.1452	2.9328392	3.1172698	5.0544507	1081.9752	0.051520048	9.9572424e-05	0.59963284	0.022456952	25.911511	0.038592886	2596.3357	2793.3273	5.9644663	2.6044369	4.4827418	497.63263	14.215171	1.8015383e-05	0.055215976
265.68459	5.1410000	774.55406	0.0012910655	1156.7727	1163.4100	2.9369564	3.1161957	5.0606689	1079.9396	0.053031752	9.9382861e-05	0.59909391	0.022351170	26.108845	0.038301197	2596.1051	2793.0115	5.9612638	2.6087041	4.4985167	497.48694	14.164649	1.8033319e-05	0.055373117
266.13188	5.1776500	773.82737	0.0012922779	1158.9741	1165.6650	2.9410518	3.1151326	5.0669039	1077.9104	0.054546464	9.9194756e-05	0.59855620	0.022245973	26.306461	0.038013475	2595.8714	2792.6919	5.9580766	2.6129582	4.5143259	497.34036	14.114606	1.8051199e-05	0.055530247
266.57676	5.2143000	773.10269	0.0012934892	1161.1657	1167.9103	2.9451257	3.1140804	5.0731558	1075.8874	0.056064225	9.9008086e-05	0.59801970	0.022141354	26.504362	0.037729638	2595.6348	2792.3685	5.9549045	2.6171996	4.5301701	497.19291	14.065034	1.8069025e-05	0.055687371
267.01926	5.2509500	772.37998	0.0012946995	1163.3476	1170.1460	2.9491783	3.1130389	5.0794248	1073.8708	0.057585074	9.8822825e-05	0.59748441	0.022037308	26.702549	0.037449608	2595.3953	2792.0414	5.9517472	2.6214284	4.5460497	497.04460	14.015925	1.8086798e-05	0.055844498
267.45940	5.2876000	771.65921	0.0012959089	1165.5199	1172.3722	2.9532101	3.1120080	5.0857111	1071.8603	0.059109052	9.8638951e-05	0.59695031	0.021933827	26.901024	0.037173306	2595.1529	2791.7105	5.9486045	2.6256447	4.5619655	496.89544	13.967271	1.8104518e-05	0.056001632
267.89722	5.3242500	770.94035	0.0012971172	1167.6828	1174.5890	2.9572212	3.1109876	5.0920149	1069.8559	0.060636198	9.8456441e-05	0.59641738	0.021830904	27.099789	0.036900656	2594.9077	2791.3760	5.9454761	2.6298488	4.5779181	496.74544	13.919064	1.8122186e-05	0.056158780
268.33274	5.3609000	770.22339	0.0012983246	1169.8364	1176.7966	2.9612119	3.1099775	5.0983363	1067.8575	0.062166552	9.8275272e-05	0.59588563	0.021728535	27.298844	0.036631587	2594.6596	2791.0379	5.9423619	2.6340409	4.5939079	496.59461	13.871298	1.8139804e-05	0.056315948
268.76599	5.3975500	769.50828	0.0012995312	1171.9808	1178.9951	2.9651825	3.1089778	5.1046758	1065.8651	0.063700153	9.8095424e-05	0.59535503	0.021626712	27.498193	0.036366026	2594.4087	2790.6961	5.9392617	2.6382211	4.6099356	496.44295	13.823964	1.8157373e-05	0.056473142
269.19701	5.4342000	768.79501	0.0013007368	1174.1161	1181.1845	2.9691333	3.1079882	5.1110333	1063.8786	0.065237040	9.7916874e-05	0.59482558	0.021525429	27.697835	0.036103905	2594.1550	2790.3508	5.9361751	2.6423895	4.6260019	496.29047	13.777056	1.8174893e-05	0.056630368
269.62581	5.4708500	768.08355	0.0013019417	1176.2424	1183.3651	2.9730644	3.1070086	5.1174091	1061.8979	0.066777252	9.7739603e-05	0.59429726	0.021424680	27.897774	0.035845154	2593.8985	2790.0020	5.9331021	2.6465464	4.6421072	496.13718	13.730568	1.8192366e-05	0.056787633
270.05242	5.5075000	767.37387	0.0013031458	1178.3599	1185.5370	2.9769763	3.1060390	5.1238034	1059.9229	0.068320828	9.7563589e-05	0.59377008	0.021324460	28.098010	0.035589710	2593.6393	2789.6496	5.9300424	2.6506920	4.6582523	495.98310	13.684491	1.8209792e-05	0.056944941
270.47686	5.5441500	766.66595	0.0013043491	1180.4686	1187.7001	2.9808690	3.1050793	5.1302165	1057.9537	0.069867808	9.7388813e-05	0.59324401	0.021224763	28.298545	0.035337506	2593.3774	2789.2938	5.9269959	2.6548263	4.6744376	495.82822	13.638821	1.8227172e-05	0.057102300
270.89917	5.5808000	765.95975	0.0013055516	1182.5687	1189.8547	2.9847429	3.1041293	5.1366485	1055.9900	0.071418229	9.7215256e-05	0.59271905	0.021125584	28.499381	0.035088482	2593.1128	2788.9346	5.9239622	2.6589496	4.6906638	495.67256	13.593549	1.8244508e-05	0.057259715
271.31937	5.6174500	765.25527	0.0013067535	1184.6603	1192.0009	2.9885983	3.1031889	5.1430996	1054.0319	0.072972131	9.7042898e-05	0.59219518	0.021026915	28.700519	0.034842576	2592.8455	2788.5719	5.9209414	2.6630620	4.7069314	495.51613	13.548671	1.8261800e-05	0.057417192
271.73748	5.6541000	764.55247	0.0013079547	1186.7434	1194.1387	2.9924352	3.1022582	5.1495700	1052.0793	0.074529551	9.6871721e-05	0.59167240	0.020928754	28.901961	0.034599728	2592.5755	2788.2059	5.9179330	2.6671637	4.7232411	495.35892	13.504180	1.8279048e-05	0.057574737
272.15352	5.6907500	763.85133	0.0013091553	1188.8182	1196.2683	2.9962540	3.1013368	5.1560600	1050.1322	0.076090529	9.6701706e-05	0.59115070	0.020831093	29.103709	0.034359881	2592.3030	2787.8364	5.9149371	2.6712548	4.7395934	495.20096	13.460069	1.8296255e-05	0.057732355
272.56753	5.7274000	763.15183	0.0013103552	1190.8848	1198.3897	3.0000549	3.1004249	5.1625697	1048.1904	0.077655102	9.6532836e-05	0.59063007	0.020733927	29.305765	0.034122979	2592.0278	2787.4637	5.9119533	2.6753355	4.7559889	495.04223	13.416333	1.8313420e-05	0.057890053
272.97951	5.7640500	762.45394	0.0013115546	1192.9432	1200.5031	3.0038381	3.0995222	5.1690994	1046.2539	0.079223310	9.6365094e-05	0.59011050	0.020637252	29.508129	0.033888966	2591.7500	2787.0877	5.9089816	2.6794059	4.7724282	494.88276	13.372967	1.8330545e-05	0.058047835
273.38950	5.8007000	761.75764	0.0013127535	1194.9937	1202.6085	3.0076038	3.0986287	5.1756492	1044.3227	0.080795189	9.6198462e-05	0.58959197	0.020541063	29.710804	0.033657789	2591.4696	2786.7084	5.9060217	2.6834661	4.7889119	494.72256	13.329964	1.8347630e-05	0.058205709
273.79751	5.8373500	761.06291	0.0013139518	1197.0361	1204.7061	3.0113523	3.0977444	5.1822194	1042.3967	0.082370778	9.6032923e-05	0.58907449	0.020445354	29.913792	0.033429396	2591.1867	2786.3258	5.9030734	2.6875164	4.8054405	494.56161	13.287318	1.8364676e-05	0.058363679
274.20357	5.8740000	760.36973	0.0013151497	1199.0708	1206.7960	3.0150838	3.0968691	5.1888102	1040.4759	0.083950116	9.5868461e-05	0.58855804	0.020350120	30.117093	0.033203736	2590.9013	2785.9400	5.9001367	2.6915568	4.8220147	494.39994	13.245026	1.8381685e-05	0.058521752
274.60771	5.9106500	759.67808	0.0013163471	1201.0977	1208.8781	3.0187984	3.0960027	5.1954217	1038.5601	0.085533239	9.5705061e-05	0.58804261	0.020255358	30.320710	0.032980758	2590.6133	2785.5511	5.8972114	2.6955875	4.8386351	494.23755	13.203081	1.8398656e-05	0.058679932
275.00993	5.9473000	758.98792	0.0013175440	1203.1169	1210.9527	3.0224963	3.0951451	5.2020543	1036.6493	0.087120187	9.5542705e-05	0.58752819	0.020161061	30.524644	0.032760415	2590.3229	2785.1589	5.8942972	2.6996085	4.8553022	494.07444	13.161477	1.8415590e-05	0.058838226
275.41026	5.9839500	758.29926	0.0013187406	1205.1286	1213.0199	3.0261779	3.0942964	5.2087080	1034.7435	0.088710997	9.5381380e-05	0.58701478	0.020067226	30.728897	0.032542659	2590.0300	2784.7636	5.8913940	2.7036202	4.8720166	493.91062	13.120211	1.8432489e-05	0.058996638
275.80873	6.0206000	757.61205	0.0013199368	1207.1328	1215.0796	3.0298432	3.0934564	5.2153832	1032.8427	0.090305707	9.5221069e-05	0.58650236	0.019973847	30.933470	0.032327443	2589.7346	2784.3652	5.8885017	2.7076225	4.8887790	493.74611	13.079277	1.8449353e-05	0.059155176
276.20535	6.0572500	756.92629	0.0013211326	1209.1296	1217.1320	3.0334924	3.0926250	5.2220800	1030.9467	0.091904354	9.5061759e-05	0.58599093	0.019880921	31.138366	0.032114723	2589.4367	2783.9636	5.8856202	2.7116156	4.9055898	493.58089	13.038670	1.8466182e-05	0.059313844
276.60013	6.0939000	756.24195	0.0013223281	1211.1190	1219.1772	3.0371258	3.0918021	5.2287987	1029.0555	0.093506977	9.4903434e-05	0.58548048	0.019788443	31.343586	0.031904454	2589.1365	2783.5590	5.8827492	2.7155996	4.9224497	493.41498	12.998385	1.8482978e-05	0.059472648
276.99311	6.1305500	755.55902	0.0013235233	1213.1013	1221.2152	3.0407435	3.0909878	5.2355394	1027.1690	0.095113613	9.4746080e-05	0.58497100	0.019696408	31.549131	0.031696594	2588.8338	2783.1513	5.8798886	2.7195747	4.9393593	493.24839	12.958418	1.8499742e-05	0.059631593
277.38430	6.1672000	754.87746	0.0013247183	1215.0764	1223.2462	3.0443458	3.0901818	5.2423024	1025.2873	0.096724301	9.4589684e-05	0.58446248	0.019604812	31.755003	0.031491100	2588.5287	2782.7406	5.8770383	2.7235410	4.9563191	493.08112	12.918764	1.8516473e-05	0.059790685
277.77372	6.2038500	754.19728	0.0013259130	1217.0445	1225.2702	3.0479327	3.0893842	5.2490879	1023.4103	0.098339078	9.4434231e-05	0.58395491	0.019513652	31.961205	0.031287932	2588.2212	2782.3269	5.8741982	2.7274985	4.9733298	492.91318	12.879418	1.8533173e-05	0.059949929
278.16138	6.2405000	753.51844	0.0013271075	1219.0055	1227.2873	3.0515045	3.0885949	5.2558961	1021.5379	0.099957981	9.4279708e-05	0.58344829	0.019422922	32.167737	0.031087048	2587.9114	2781.9101	5.8713680	2.7314475	4.9903920	492.74456	12.840377	1.8549842e-05	0.060109331
278.54731	6.2771500	752.84092	0.0013283019	1220.9597	1229.2976	3.0550614	3.0878138	5.2627272	1019.6700	0.10158105	9.4126103e-05	0.58294260	0.019332619	32.374602	0.030888411	2587.5992	2781.4904	5.8685477	2.7353880	5.0075062	492.57528	12.801635	1.8566481e-05	0.060268897
